1678477531.607055,0.27
1678477531.612044,0.26
1678477531.625057,0.27
1678477531.638737,0.26
1678477531.651784,0.27
1678477531.663801,0.27
1678477531.67761,0.26
1678477531.690603,0.27
1678477531.703596,0.27
1678477531.716291,0.27
1678477531.729438,0.26
1678477531.74243,0.26
1678477531.755555,0.27
1678477531.767528,0.26
1678477531.781539,0.27
1678477531.793793,0.27
1678477531.806685,0.27
1678477531.820694,0.27
1678477531.833685,0.26
1678477531.845846,0.26
1678477531.858857,0.26
1678477531.871932,0.27
1678477531.885759,0.27
1678477531.897786,0.27
1678477531.911789,0.27
1678477531.923781,0.27
1678477531.936884,0.28
1678477531.950043,0.27
1678477531.963056,0.28
1678477531.976181,0.27
1678477531.989449,0.27
1678477532.002441,0.27
1678477532.015434,0.27
1678477532.028553,0.27
1678477532.041545,0.27
1678477532.054662,0.27
1678477532.067408,0.27
1678477532.080412,0.28
1678477532.093561,0.28
1678477532.106567,0.28
1678477532.119286,0.28
1678477532.1323,0.28
1678477532.14527,0.28
1678477532.158264,0.28
1678477532.171277,0.28
1678477532.184287,0.28
1678477532.196899,0.27
1678477532.209898,0.28
1678477532.222915,0.27
1678477532.236662,0.28
1678477532.248693,0.28
1678477532.262665,0.28
1678477532.274682,0.27
1678477532.287704,0.27
1678477532.300796,0.27
1678477532.314815,0.26
1678477532.32689,0.26
1678477532.340564,0.26
1678477532.353558,0.26
1678477532.366247,0.27
1678477532.379445,0.26
1678477532.392455,0.28
1678477532.405563,0.28
1678477532.417686,0.28
1678477532.430657,0.28
1678477532.4438,0.28
1678477532.456943,0.28
1678477532.469958,0.28
1678477532.483061,0.28
1678477532.495828,0.28
1678477532.508925,0.28
1678477532.521929,0.28
1678477532.534916,0.28
1678477532.548161,0.27
1678477532.561178,0.27
1678477532.574146,0.28
1678477532.587161,0.28
1678477532.600164,0.28
1678477532.613155,0.28
1678477532.626151,0.28
1678477532.639663,0.28
1678477532.65268,0.28
1678477532.664786,0.28
1678477532.678666,0.28
1678477532.690683,0.28
1678477532.703819,0.29
1678477532.717702,0.29
1678477532.730694,0.27
1678477532.743687,0.28
1678477532.75668,0.26
1678477532.769673,0.27
1678477532.782665,0.26
1678477532.795657,0.27
1678477532.808528,0.26
1678477532.821519,0.27
1678477532.834512,0.26
1678477532.847412,0.26
1678477532.860295,0.27
1678477532.873289,0.26
1678477532.886281,0.26
1678477532.899273,0.26
1678477532.912266,0.26
1678477532.92526,0.27
1678477532.938232,0.26
1678477532.951272,0.27
1678477532.964264,0.27
1678477532.97726,0.26
1678477532.990252,0.27
1678477533.003253,0.27
1678477533.016244,0.27
1678477533.029757,0.27
1678477533.042754,0.27
1678477533.055378,0.26
1678477533.068539,0.27
1678477533.08155,0.27
1678477533.094526,0.27
1678477533.10756,0.27
1678477533.120532,0.27
1678477533.133644,0.27
1678477533.146396,0.27
1678477533.159288,0.27
1678477533.172305,0.26
1678477533.185277,0.28
1678477533.198236,0.27
1678477533.211275,0.27
1678477533.224268,0.27
